"","id","date","awnd","pgtm","prcp","snow","snwd","tavg","tmax","tmin","wdf2","wdf5","wsf2","wsf5","wt01","wt02","wt03","wt04","wt05","wt06","wt08","wt09","wt11","wt13","wt14","wt16","wt17","wt18","wt19","wt21","wt22"
"511","USW00014898",2013-02-22,39,NA,89,112,254,NA,-17,-50,90,200,89,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"512","USW00014898",2013-02-23,40,NA,8,15,279,NA,-6,-50,260,250,67,89,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"513","USW00014898",2013-02-24,16,NA,0,0,254,NA,11,-117,280,290,58,72,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,1,NA
"514","USW00014898",2013-02-25,4,NA,0,0,254,NA,22,-139,180,210,31,36,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"515","USW00014898",2013-02-26,93,NA,0,0,229,NA,11,-67,30,30,165,206,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"516","USW00014898",2013-02-27,91,NA,58,61,229,NA,11,-17,30,30,148,192,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA
"517","USW00014898",2013-02-28,75,NA,0,0,254,NA,6,-39,30,20,112,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"518","USW00014898",2013-03-01,61,NA,0,0,254,NA,-33,-106,30,30,107,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"519","USW00014898",2013-03-02,35,NA,0,0,254,NA,-22,-117,10,20,76,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","USW00014898",2013-03-03,16,NA,0,0,229,NA,-33,-161,310,320,40,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","USW00014898",2013-03-04,32,NA,0,0,229,NA,-22,-167,50,40,63,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","USW00014898",2013-03-05,66,NA,0,0,203,NA,-11,-72,30,30,112,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","USW00014898",2013-03-06,35,NA,0,0,178,NA,11,-28,330,330,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"524","USW00014898",2013-03-07,21,NA,0,0,178,NA,0,-100,10,10,63,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","USW00014898",2013-03-08,23,NA,0,0,178,NA,22,-133,180,180,58,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"526","USW00014898",2013-03-09,46,NA,119,5,152,NA,28,-56,150,150,94,116,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA
"527","USW00014898",2013-03-10,69,NA,185,5,127,NA,33,0,40,40,165,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA
"528","USW00014898",2013-03-11,43,NA,5,0,102,NA,17,-28,40,40,125,152,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"529","USW00014898",2013-03-12,55,NA,0,3,102,NA,-6,-61,230,230,125,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"530","USW00014898",2013-03-13,55,NA,0,0,102,NA,11,-67,340,340,94,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","USW00014898",2013-03-14,27,NA,0,0,102,NA,6,-94,230,220,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","USW00014898",2013-03-15,53,NA,43,36,76,NA,17,-67,40,40,107,139,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"533","USW00014898",2013-03-16,50,NA,30,41,127,NA,-11,-83,30,30,112,134,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA
"534","USW00014898",2013-03-17,45,NA,0,0,127,NA,-39,-117,50,350,89,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","USW00014898",2013-03-18,40,NA,84,122,127,NA,-11,-94,270,260,134,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"536","USW00014898",2013-03-19,89,NA,3,3,229,NA,-33,-94,280,280,139,174,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"537","USW00014898",2013-03-20,63,NA,0,0,229,NA,-56,-128,270,270,98,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","USW00014898",2013-03-21,46,NA,0,0,229,NA,-11,-117,320,320,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","USW00014898",2013-03-22,24,NA,0,0,203,NA,17,-133,330,340,58,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","USW00014898",2013-03-23,18,NA,0,0,178,NA,17,-39,50,40,54,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"541","USW00014898",2013-03-24,74,NA,0,0,152,NA,6,-33,30,40,116,148,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"542","USW00014898",2013-03-25,51,NA,0,0,152,NA,22,-44,10,10,94,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"543","USW00014898",2013-03-26,37,NA,0,0,127,NA,44,-11,320,320,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"544","USW00014898",2013-03-27,36,NA,0,0,102,NA,67,-11,320,320,67,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","USW00014898",2013-03-28,21,NA,0,0,76,NA,72,-33,270,260,40,54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","USW00014898",2013-03-29,18,NA,0,0,51,NA,89,-28,210,220,45,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","USW00014898",2013-03-30,29,NA,38,0,25,NA,67,-17,220,220,58,85,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"548","USW00014898",2013-03-31,58,NA,3,0,0,NA,72,-17,270,310,112,143,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"549","USW00014898",2013-04-01,58,NA,0,0,0,-12,17,-43,280,340,107,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","USW00014898",2013-04-02,43,NA,0,0,0,-9,39,-43,280,280,94,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","USW00014898",2013-04-03,32,NA,0,0,0,-2,50,-43,180,200,67,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","USW00014898",2013-04-04,55,NA,0,0,0,36,100,0,240,240,94,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","USW00014898",2013-04-05,32,NA,0,0,0,24,50,-27,60,60,72,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","USW00014898",2013-04-06,58,NA,30,36,30,24,100,-10,150,130,116,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","USW00014898",2013-04-07,43,NA,0,0,0,63,100,11,300,320,103,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","USW00014898",2013-04-08,44,NA,48,0,0,31,39,11,40,40,103,116,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","USW00014898",2013-04-09,69,NA,147,3,0,22,28,0,30,40,130,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","USW00014898",2013-04-10,88,NA,246,64,80,4,22,-5,40,30,139,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","USW00014898",2013-04-11,86,NA,61,13,50,11,22,0,50,60,130,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","USW00014898",2013-04-12,44,NA,66,58,50,1,11,-5,30,30,81,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","USW00014898",2013-04-13,53,NA,8,13,80,10,39,-5,250,280,98,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","USW00014898",2013-04-14,43,NA,30,13,50,3,61,-32,120,130,107,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","USW00014898",2013-04-15,54,NA,84,0,0,77,156,33,220,210,116,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","USW00014898",2013-04-16,46,NA,0,0,0,54,100,17,300,290,103,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","USW00014898",2013-04-17,52,NA,33,0,0,27,39,-5,50,50,94,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","USW00014898",2013-04-18,60,NA,53,0,0,32,78,22,210,220,107,161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","USW00014898",2013-04-19,88,NA,3,0,0,33,56,-21,280,260,143,183,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","USW00014898",2013-04-20,37,NA,0,0,0,-2,61,-38,290,290,81,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","USW00014898",2013-04-21,55,NA,3,0,0,13,56,-27,160,160,107,134,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","USW00014898",2013-04-22,37,NA,10,0,0,73,139,50,100,110,67,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","USW00014898",2013-04-23,45,NA,18,0,0,73,100,17,270,270,98,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","USW00014898",2013-04-24,46,NA,0,0,0,46,111,0,220,230,107,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","USW00014898",2013-04-25,49,NA,0,0,0,66,100,11,270,260,107,139,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","USW00014898",2013-04-26,57,NA,0,0,0,93,194,11,200,200,103,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","USW00014898",2013-04-27,42,NA,0,0,0,149,200,83,210,230,89,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","USW00014898",2013-04-28,21,NA,0,0,0,140,222,50,130,80,72,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","USW00014898",2013-04-29,27,NA,15,0,0,140,206,100,210,190,63,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","USW00014898",2013-04-30,53,NA,3,0,0,186,289,128,200,190,107,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","USW00014898",2013-05-01,61,NA,0,0,0,190,217,72,40,40,125,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","USW00014898",2013-05-02,69,NA,249,0,0,80,117,17,360,20,112,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","USW00014898",2013-05-03,67,NA,124,0,0,37,83,17,50,40,103,125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","USW00014898",2013-05-04,61,NA,0,0,0,98,183,50,40,40,98,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","USW00014898",2013-05-05,39,NA,0,0,0,122,206,61,30,40,81,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","USW00014898",2013-05-06,30,NA,0,0,0,136,228,72,40,50,67,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","USW00014898",2013-05-07,19,NA,0,0,0,154,250,56,50,60,54,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","USW00014898",2013-05-08,18,NA,0,0,0,169,261,72,120,140,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","USW00014898",2013-05-09,53,NA,89,0,0,147,183,50,50,40,116,148,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","USW00014898",2013-05-10,53,NA,66,0,0,63,111,28,40,50,107,143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","USW00014898",2013-05-11,62,NA,38,0,0,69,111,28,320,330,148,192,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","USW00014898",2013-05-12,55,NA,0,0,0,51,106,6,300,320,107,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","USW00014898",2013-05-13,32,NA,0,0,0,59,139,-10,150,150,89,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","USW00014898",2013-05-14,38,NA,0,0,0,128,222,72,130,120,94,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","USW00014898",2013-05-15,51,NA,0,0,0,188,244,128,260,280,98,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","USW00014898",2013-05-16,41,NA,0,0,0,173,217,100,100,350,72,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","USW00014898",2013-05-17,42,NA,66,0,0,113,122,89,50,40,67,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","USW00014898",2013-05-18,35,NA,10,0,0,150,233,111,140,140,67,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","USW00014898",2013-05-19,39,NA,0,0,0,195,267,117,160,160,103,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","USW00014898",2013-05-20,44,NA,8,0,0,218,278,161,200,210,81,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","USW00014898",2013-05-21,40,NA,33,0,0,217,261,161,240,250,107,152,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","USW00014898",2013-05-22,56,NA,107,0,0,154,167,111,20,20,94,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","USW00014898",2013-05-23,67,NA,30,0,0,105,144,39,30,30,112,143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","USW00014898",2013-05-24,33,NA,0,0,0,90,161,28,150,140,63,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","USW00014898",2013-05-25,22,NA,0,0,0,114,178,44,40,50,58,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","USW00014898",2013-05-26,32,NA,0,0,0,121,189,44,140,80,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","USW00014898",2013-05-27,40,NA,3,0,0,126,167,72,140,140,81,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","USW00014898",2013-05-28,28,NA,20,0,0,124,144,106,40,50,58,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","USW00014898",2013-05-29,28,NA,0,0,0,169,278,122,160,160,81,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","USW00014898",2013-05-30,50,NA,102,0,0,226,300,161,190,170,130,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","USW00014898",2013-05-31,50,NA,0,0,0,217,250,183,180,170,98,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","USW00014898",2013-06-01,36,NA,79,0,0,209,256,139,260,180,107,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","USW00014898",2013-06-02,43,NA,0,0,0,134,183,67,340,360,94,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","USW00014898",2013-06-03,30,NA,0,0,0,132,228,50,270,300,72,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","USW00014898",2013-06-04,33,NA,91,0,0,124,144,83,50,40,58,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","USW00014898",2013-06-05,31,NA,46,0,0,115,150,94,120,140,76,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","USW00014898",2013-06-06,33,NA,79,0,0,119,139,106,30,20,63,76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","USW00014898",2013-06-07,22,NA,0,0,0,149,222,117,30,40,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","USW00014898",2013-06-08,17,NA,0,0,0,162,217,106,180,180,72,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","USW00014898",2013-06-09,39,NA,0,0,0,161,233,106,120,100,89,107,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","USW00014898",2013-06-10,20,NA,0,0,0,191,256,133,40,40,45,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","USW00014898",2013-06-11,28,NA,0,0,0,209,278,139,260,220,67,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","USW00014898",2013-06-12,26,NA,10,0,0,204,239,144,110,110,89,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","USW00014898",2013-06-13,47,NA,0,0,0,187,250,133,20,10,98,134,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","USW00014898",2013-06-14,31,NA,0,0,0,175,244,111,180,180,67,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","USW00014898",2013-06-15,29,NA,224,0,0,189,250,133,270,290,98,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","USW00014898",2013-06-16,43,NA,0,0,0,219,283,150,270,280,103,139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","USW00014898",2013-06-17,43,NA,5,0,0,183,228,128,50,30,94,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","USW00014898",2013-06-18,38,NA,0,0,0,154,211,83,40,40,81,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","USW00014898",2013-06-19,24,NA,0,0,0,159,250,72,190,250,63,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","USW00014898",2013-06-20,36,NA,0,0,0,211,300,117,150,150,89,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","USW00014898",2013-06-21,41,NA,127,0,0,219,261,189,140,140,165,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","USW00014898",2013-06-22,34,NA,107,0,0,207,239,178,110,110,130,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","USW00014898",2013-06-23,43,NA,8,0,0,221,300,172,180,210,98,121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","USW00014898",2013-06-24,34,NA,15,0,0,248,283,211,200,200,76,112,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","USW00014898",2013-06-25,25,NA,3,0,0,233,278,200,220,230,63,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","USW00014898",2013-06-26,25,NA,0,0,0,243,283,200,210,210,63,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","USW00014898",2013-06-27,29,NA,53,0,0,246,306,183,30,30,94,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","USW00014898",2013-06-28,45,NA,119,0,0,208,267,178,30,310,72,94,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","USW00014898",2013-06-29,52,NA,5,0,0,193,233,156,40,30,98,130,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","USW00014898",2013-06-30,42,NA,0,0,0,196,256,128,50,50,89,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","USW00014898",2013-07-01,37,NA,0,0,0,201,278,122,50,30,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","USW00014898",2013-07-02,38,NA,0,0,0,193,239,111,40,30,72,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","USW00014898",2013-07-03,22,NA,3,0,0,192,228,167,50,50,58,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","USW00014898",2013-07-04,31,NA,0,0,0,217,283,172,210,200,72,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","USW00014898",2013-07-05,38,NA,0,0,0,242,306,178,210,220,89,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","USW00014898",2013-07-06,36,NA,0,0,0,249,311,178,200,200,67,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","USW00014898",2013-07-07,27,NA,0,0,0,249,294,194,220,210,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","USW00014898",2013-07-08,27,NA,320,0,0,248,283,194,360,350,94,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","USW00014898",2013-07-09,34,NA,20,0,0,226,272,183,160,210,76,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","USW00014898",2013-07-10,47,NA,0,0,0,236,261,150,320,320,98,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","USW00014898",2013-07-11,21,NA,0,0,0,206,267,139,40,40,58,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","USW00014898",2013-07-12,25,NA,0,0,0,215,283,133,170,190,58,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","USW00014898",2013-07-13,33,NA,0,0,0,227,294,161,130,130,76,94,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","USW00014898",2013-07-14,24,NA,0,0,0,238,317,161,140,150,58,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","USW00014898",2013-07-15,19,NA,0,0,0,259,328,183,160,150,54,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","USW00014898",2013-07-16,25,NA,173,0,0,273,333,217,300,290,174,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","USW00014898",2013-07-17,25,NA,0,0,0,277,333,239,190,200,67,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","USW00014898",2013-07-18,44,NA,0,0,0,287,339,228,230,220,98,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","USW00014898",2013-07-19,52,NA,0,0,0,294,339,206,290,250,94,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","USW00014898",2013-07-20,38,NA,0,0,0,219,233,167,40,40,76,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","USW00014898",2013-07-21,30,NA,0,0,0,186,228,150,120,120,54,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
