"unique_storm_number","sub_storms","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge","rain_startdate","rain_enddate","rain","duration","Ievent","I5","I10","I15","I30","I60","energy_m1","erosivity_m1","energy_m2","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_3day_mean","ant_dis_3day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max","sin_sdate","cos_sdate","tmax","tmin","prcp","snow","snwd","snwd_diff","period","days_since_planting","days_since_fertilizer","days_since_cultivation","weq"
50,"ESW3-29",1614,44.3,10.4,0.27,13.9,0.067,4.09,24.3,13.63,9.57615252,0.262839874,0.061705072,0.0016019586,0.082471202,0.00039752306,0.0242667062,0.144176274,0.0808692434,95.04,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-04-09 14:46:00","2015-04-09 18:15:00",2015-04-09 14:46:00,"2015-04-09 18:15:00",0.0303,"2015-04-09 14:01:00","2015-04-09 15:13:00",0.261000028,1.2,0.217500023333333,0.432000144,0.378000126,0.324000108,0.287999978,0.225000016,164.475674247566,0.473689905648341,185.486046134094,0.53419977205926,0,0,0,0,62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6,0.991114063993455,-0.133014706534195,5,2.2,0.72834685,0,0,0,"before",0,149,316,0.261000028
51,"ESW3-30",1779,48,17.6,0.41,15.3,0.064,4.14,32.9,14.89,28.7867106,0.7767072,0.28479264,0.006634374,0.24757542,0.0010356096,0.066990996,0.53236806,0.240941046,259.2,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-04-09 19:14:59","2015-04-10 00:00:00",2015-04-09 19:14:59,"2015-04-10 00:15:00",0.0773,"2015-04-09 18:59:00","2015-04-09 20:33:00",0.215999965,1.56666666666667,0.137872318085106,0.540000924,0.378000504,0.252000336,0.197999958,0.12599993,127.216151103189,0.251887925753532,145.126345167782,0.287350102479143,0.261000028,0.261000028,0.261000028,0.261000028,62.6,39.65,62.6,32,62.6,23.1571428571429,62.6,17.8571428571429,62.6,0.988677590232341,-0.150055398344652,10,1.7,0.84645715,0,0,0,"before",0,149,316,0.215999965
52,"ESW3-31",1996,38.5,13.5,0.32,16.9,0.066,4.62,30.4,16.58,41.98749672,0.80987907,0.28398357,0.0067314624,0.355505358,0.00138836412,0.0971854884,0.639488928,0.3487738956,336.96,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-04-10 01:09:00","2015-04-10 07:00:00",2015-04-10 01:09:59,"2015-04-10 06:45:00",0.0528,"2015-04-10 00:56:00","2015-04-10 04:27:00",0.180000073,3.51666666666667,0.0511848548815166,0.648000288,0.48599985,0.360000152,0.233999978,0.126000052,108.491085445941,0.253869116075463,115.231566308198,0.269641839810239,0.476999993,0.476999993,0.476999993,0.476999993,262,162.3,262,113.766666666667,262,58.1571428571429,262,35.5714285714286,262,0.988677590232341,-0.150055398344652,10,1.7,0.1181103,0,0,0,"before",0,150,317,0.180000073
53,"ESW3-32",7220,19.3,10.7,1.42,38,0.177,12.7,48.7,36.58,179.1388856,0.478861564,0.265482836,0.0352323016,0.94283624,0.00439163196,0.315105796,1.208319076,0.9076039384,397.44,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-05-17 16:59:00","2015-05-17 18:49:00",2015-05-17 16:57:59,"2015-05-17 19:14:59",0.2832,"2015-05-17 16:53:00","2015-05-17 17:38:00",0.335000006,0.75,0.446666674666667,3.588,1.956000018,1.304000012,0.652000006,0.335000006,355.647574009693,2.31882220388205,343.926309745647,2.2423995601772,0,0,0,0,4.56,4.33,4.56,4.23666666666667,4.56,4.82571428571429,6.98,5.18071428571429,6.98,0.70558361010718,-0.708626678264457,23.3,13.3,0.22047256,0,0,0,"before",12,12,13,0.335000006
54,"ESW3-33",2630,8.9,5.1,0.31,16,0.18,5.61,21.1,15.69,483.7321654,1.636964362,0.938035758,0.0570178598,2.94285728,0.0331071444,1.0318393338,3.880893038,2.8858394202,2946.24,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-05-24 20:14:00","2015-05-25 04:25:59",2015-05-24 20:14:00,"2015-05-25 04:25:59",0.7178,"2015-05-24 12:55:00","2015-05-25 04:02:00",1.661999983,15.1166666666667,0.109944872083793,1.343999964,0.924000384,0.86800014,0.758000092,0.532000103,1197.21681150609,9.07490453265566,1236.9186881747,9.3758447943294,0,0,0.335000006,0.335000006,3.26,3.15,3.26,3.40666666666667,3.92,8.26,22.7,6.54285714285714,22.7,0.601624063224926,-0.798779372886363,25.6,12.2,1.3385834,0,0,0,"before",19,19,20,1.661999983
55,"ESW3-34",904,12.1,4.4,0.35,6.9,0.157,2.23,11.3,6.55,78.50352272,1.050766178,0.382096792,0.030394063,0.599197242,0.01363390826,0.1936536014,0.981294034,0.568803179,1391.04,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-05-30 05:10:59","2015-05-30 13:30:00",2015-05-30 04:59:59,"2015-05-30 13:59:59",0.3088,"2015-05-29 21:22:00","2015-05-30 13:13:00",0.755999977,15.85,0.0476971594321767,0.540000036,0.378000054,0.288000096,0.252000084,0.188999945,372.10814463547,0.937712837052225,427.212368991362,1.07657552871662,0,0,1.661999983,1.996999989,83.9,49.4,83.9,41.2333333333333,83.9,43.7228571428571,83.9,26.0842857142857,83.9,0.530730048161936,-0.84754092289283,18.3,5.6,0.48031522,0,0,0,"before",25,25,26,0.755999977
56,"ESW3-35",216,13.4,5,0.14,2.7,0.102,0.692,7.7,2.56,36.58290912,2.269495288,0.8468266,0.0237111448,0.457286364,0.01727526264,0.11720080144,1.304112964,0.4335752192,2712.96,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-06-11 22:43:59","2015-06-12 08:30:00",2015-06-11 22:39:00,"2015-06-12 08:30:00",0.2012,"2015-06-11 21:21:00","2015-06-12 07:08:00",0.935999922,9.78333333333333,0.0956729051448041,0.32400084,0.270000462,0.252000336,0.198000076,0.153000057,453.272949692292,0.89748078487818,563.148288447982,1.1150340391197,0,0,0,0.755999977,7.16,8.505,9.85,8.79,9.85,9.04428571428571,10.9,29.1292857142857,142,0.329408482224533,-0.944187508834199,21.1,13.3,0.80708705,0,0,0,"before",37,37,38,0.935999922
57,"ESW3-36",2170,2.7,1,0.3,9.5,0.21,3.56,10.5,9.2,1058.0909584,1.316518704,0.48759952,0.146279856,4.63219544,0.1023958992,1.7358542912,5.11979496,4.485915584,7810.56,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-06-15 15:47:00","2015-06-15 19:14:59",2015-06-15 15:49:00,"2015-06-15 19:30:00",3.174,"2015-06-15 15:31:00","2015-06-15 17:35:00",1.063000015,2.06666666666667,0.514354845967742,2.904,2.29200006,2.04800028,1.40600011,0.883000073,995.3387467742,13.9944638745179,966.985296191981,13.5958143281431,0,0,0.935999922,0.935999922,32,41.45,50.9,78.3,152,47.6242857142857,152,30.4007142857143,152,0.280230675199217,-0.959932689659744,27.2,16.1,0.64173263,0,0,0,"before",41,41,42,1.063000015
58,"ESW3-37",326,2.9,4.4,0.27,2.34,0.177,0.823,6.74,2.07,13.36367888,0.118879352,0.180368672,0.0110680776,0.0959233392,0.00725573976,0.03373714024,0.2762920112,0.0848552616,656.64,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-09-08 09:06:00","2015-09-08 11:42:59",2015-09-08 09:06:00,"2015-09-08 11:44:00",0.3594,"2015-09-08 08:07:00","2015-09-08 11:43:00",1.454000137,3.6,0.403888926944444,3.40799988,2.73,2.144000412,1.144000234,0.977000112,1346.65350404043,15.4057192373917,1331.61811441835,15.2337143449323,0,0,0,0,63.2,31.93,63.2,21.2866666666667,63.2,9.12428571428572,63.2,4.57642857142857,63.2,-0.924290722193092,-0.381689220266663,23.3,17.2,2.50000135,0,0,0,"before",126,126,76,1.454000137
60,"ESW3-38",965,7,0.05,0.05,7.99,0.178,2.89,8.04,7.94,175.4090729,1.27239742,0.009088553,0.009088553,1.4523507694,0.03235524868,0.5253183634,1.4614393224,1.4432622164,2911.68,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY15","2015-09-19 00:22:00","2015-09-19 04:30:00",2015-09-19 00:22:00,"2015-09-19 04:30:00",0.5686,"2015-09-18 21:19:00","2015-09-19 03:36:00",1.017000051,6.28333333333333,0.16185677204244,0.864000444,0.75600036,0.648000296,0.504000096,0.432000048,713.89574006994,3.59803521529241,753.2958744388,3.79661193033559,0,0,0,1.454000137,19.7,10.195,19.7,6.95333333333333,19.7,3.82857142857143,19.7,12.59,63.8,-0.97961369164549,-0.200890555130638,21.7,9.4,0.22047256,0,0,0,"before",0,137,87,1.017000051
62,"ESW3-40",72,35.9,5.6,0.17,5.59,0.44,0.929,11.19,5.42,2.40779232,1.200552004,0.187272736,0.0056850652,0.1869383204,0.0147142864,0.03106720924,0.3742110564,0.1812532552,535.68,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2015-10-31 10:00:59","2015-10-31 19:00:00",2015-10-31 10:00:59,"2015-10-31 19:00:00",0.0406,"2015-10-31 04:26:00","2015-10-31 17:09:00",0.333,12.7166666666667,0.0261861074705111,0.216,0.108,0.108,0.09,0.072,130.016641605606,0.117014977445046,149.730152079601,0.134757136871641,0,0,0,0,2.85,3.155,3.46,3.19666666666667,3.46,2.28571428571429,3.46,1.50571428571429,3.46,-0.867456354729599,0.497513288907177,9.4,5,0.29133874,0,0,0,"before",0,26,21,0.333
67,"ESW3-41a,ESW3-41b",817.667327714427,17.7889439762023,12.1107585523054,0.15,6.85669310857709,0.903657907783837,2.93926623698562,18.9674516608825,6.70669310857709,889.5643743,19.353116214,13.175651012,0.163189419,7.459598431,0.98311605964,3.19771433,20.635249443,7.296409012,17426.88,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA",FALSE,"NA, NA","SW3","WY16","2015-12-13 06:04:59","2015-12-15 11:30:00",2015-12-13 06:04:59,"2015-12-15 11:30:00",0.7711,"2015-12-13 04:36:00","2015-12-14 17:59:00",2.653,37.3833333333333,0.0709674543022737,1.344,0.978,0.868,0.524,0.351,1685.19657138916,8.83043003407921,1797.20923777725,9.41737640595279,0,0,0,0,122,64.31,122,45.27,122,24.7242857142857,122,31.2407142857143,122,-0.304921224656291,0.952377575730397,12.8,0.6,3.50787591,0,0,0,"before",0,69,64,2.653
72,"ESW3-44b",40,11,6.4,0.1,1.66,0.357,0.488,8.06,1.56,5.2427736,1.44176274,0.838843776,0.013106934,0.2175751044,0.04679175438,0.06396183792,1.0564188804,0.2044681704,2099.52,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"SW3","WY16","2016-02-28 10:18:59","2016-02-29 00:02:00",2016-02-28 10:18:59,"2016-02-29 01:14:59",0.1196,"2016-02-28 10:18:59","2016-02-28 10:19:59",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,83.45,126,70.1666666666667,126,69.0428571428571,126,56.3528571428571,191,0.849817091527526,0.527077708642376,5,-6.6,0.11023628,0.3149608,1.181103,-1.968505,"before",0,146,141,0.1968505
73,"ESW3-45a,ESW3-45b",112.191347753744,8.52462562396007,5.21580698835275,0.0638602329450915,1.89271214642263,0.169640599001664,0.436698835274542,7.10851913477537,1.82885191347754,36.36877526,2.763405554,1.690794486,0.0207014044,0.6135555376,0.05499194852,0.14156351728,2.3043500236,0.5928541332,5192.64,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA",TRUE,"Komiskey, Matthew J.:Frozen Ground from Jan 18 to Mar 7 according to ESW1 and Met station (flat lined data), NA","SW3","WY16","2016-03-07 00:00:00","2016-03-08 02:53:59",2016-03-07 00:00:00,"2016-03-08 02:53:59",0.1737,"2016-03-07 00:00:00","2016-03-07 00:01:00",0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,40.2,40.9,43.2,49.2,70.0571428571429,130,69.55,130,0.914127988185333,0.405425728359998,18.9,3.9,0,0,0,-1.968505,"before",0,154,149,0.1968505
75,"ESW3-46",174,26.3,10.9,0.08,2.45,0.097,0.481,13.35,2.37,10.41758532,1.574612034,0.652595862,0.0047896944,0.146684391,0.00580750446,0.02879803758,0.799280253,0.1418946966,959.04,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-03-09 02:41:00","2016-03-09 14:30:00",2016-03-09 02:32:59,"2016-03-09 14:30:00",0.0711,"2016-03-09 02:32:59","2016-03-09 05:25:00",0.18,2.86694444444444,0.0627846138940025,0.324,0.27,0.252,0.198,0.108,97.6374456372575,0.19332214236177,109.694064914648,0.217194248531002,0,0,0,0,397,371,397,289.333333333333,397,150.857142857143,397,115.492857142857,397,0.927541683579196,0.373719714790471,12.8,2.8,0.05905515,0,0,0,"before",0,156,151,0.18
76,"ESW3-47",3320,13.6,6.3,0.06,17,0.522,7.9,23.3,16.94,3348.686792,13.71751216,6.35443578,0.060518436,17.1468902,0.5265103932,7.96826074,23.50132598,17.086371764,16156.8,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-03-16 00:04:59","2016-03-17 01:00:00",2016-03-16 00:04:59,"2016-03-17 01:00:00",1.87,"2016-03-15 23:29:00","2016-03-16 13:02:00",1.022,13.55,0.0754243542435424,3.288,2.082,1.532,0.91,0.644,792.667135637671,7.21327093430281,808.972419381624,7.36164901637278,0,0,0.18,0.18,633,365.1,633,225.2,633,215.475,633,163.866666666667,633,0.965739937654854,0.259511797069802,7.8,1.1,0.6692917,0,0,0,"before",0,163,158,1.022
77,"ESW3-48a",155,18.8,9.4,0.07,1.76,0.118,0.437,11.16,1.69,38.0397745,4.61385652,2.30692826,0.017179253,0.431935504,0.0289593122,0.1072476223,2.738863764,0.414756251,3931.2,NA,NA,NA,NA,NA,NA,NA,FALSE,"Komiskey, Matthew J.:for some reason, most of these samples were missed","SW3","WY16","2016-03-27 05:30:00","2016-03-28 08:35:59",2016-03-27 05:30:00,"2016-03-28 08:35:59",0.2077,"2016-03-27 05:30:00","2016-03-27 16:02:00",0.189,10.5333333333333,0.0179430379746835,0.216,0.162,0.144,0.108,0.108,84.5067652576637,0.0912673064782768,100.852186503916,0.108920361424229,0,0,0,1.022,250,153.05,250,111.1,250,70.3857142857143,250,144.757142857143,633,0.997324973108155,0.073095129898079,12.2,1.7,0.1181103,0,0.9842525,-5.118113,"before",0,174,169,0.7008113
79,"ESW3-49a",999,15.8,7,0.07,6.22,0.454,2.7,13.22,6.15,229.54610412,3.630458904,1.60843116,0.0160843116,1.4292059736,0.10431824952,0.620394876,3.0376371336,1.413121662,3680.64,NA,NA,NA,NA,NA,NA,NA,FALSE,"Komiskey, Matthew J.:This start time is prior to the storm start, need to change","SW3","WY16","2016-03-31 00:54:00","2016-03-31 12:54:59",2016-03-31 00:54:00,"2016-03-31 12:54:59",0.328,"2016-03-30 22:29:00","2016-03-31 12:54:00",0.675,14.4166666666667,0.0468208092485549,0.432,0.432,0.36,0.342,0.297,415.264230564695,1.42020366853126,455.868441715104,1.55907007066566,0,0,0.189,0.189,341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341,0.99999073973619,0.00430353829624771,6.1,0.6,0.77165396,0,0,0,"before",0,178,173,0.675
80,"ESW3-49b",949,16.8,8.2,0.1,5.99,0.525,2.7,14.19,5.89,245.18650598,4.340498736,2.118576764,0.025836302,1.5475944898,0.1356405855,0.697580154,3.6661712538,1.5217581878,4138.56,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-03-31 12:54:59","2016-04-01 06:15:00",2016-03-31 12:54:59,"2016-04-01 06:15:00",0.4864,"2016-03-31 11:52:00","2016-03-31 18:43:00",0.279,6.85,0.0407299270072993,0.648,0.378,0.252,0.198,0.189,151.808793531121,0.300581411191619,169.372187230412,0.335356930716215,0.648,0.648,0.837,0.837,341,204.75,341,171.833333333333,341,156.828571428571,341,108.992857142857,341,0.99999073973619,0.00430353829624771,8.9,-1,0.80315004,0,0,0,"before",0,178,173,0.279
85,"ESW3-50",1330,29.2,10.1,1.54,15.2,0.374,3.5,25.3,13.66,39.455647,0.86624428,0.29962559,0.045685486,0.45092168,0.0110950466,0.10383065,0.75054727,0.405236194,475.2,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-01 04:30:59","2016-06-01 08:44:59",2016-06-01 04:30:59,"2016-06-01 08:44:59",0.1081,"2016-06-01 03:55:00","2016-06-01 05:59:00",0.55,2.06666666666667,0.266129032258064,1.2,0.978,0.76,0.65,0.469,438.908738867222,2.85290680263694,441.256352017726,2.86816628811522,0,0,0,0,5.94,5.345,5.94,5.53,5.94,5.89428571428571,7.39,5.45142857142857,7.39,0.486272707108691,-0.87380710361108,25.6,15,0.59842552,0,0,0,"before",28,28,29,0.55
86,"ESW3-51",3750,35.2,26.6,1.21,25.2,0.422,8,51.8,23.99,451.056525,4.233917248,3.199494284,0.1455409054,3.031099848,0.05075889428,0.96225392,6.230594132,2.8855589426,1926.72,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-10 20:32:00","2016-06-11 00:29:59",2016-06-10 20:32:00,"2016-06-11 00:29:59",0.8376,"2016-06-10 20:27:00","2016-06-10 22:34:00",0.732,2.11666666666667,0.345826771653543,4.056,2.988,2.136,1.14,0.651,675.758077258318,7.70364208074482,678.941376771265,7.73993169519242,0,0,0,0.55,4.18,3.815,4.18,3.89,4.18,4.41428571428571,5.03,5.49142857142857,8.54,0.329408482224533,-0.944187508834198,32.8,13.9,1.00000054,0,0,0,"before",37,37,38,0.732
88,"ESW3-52",1970,11.7,7,0.35,13.6,0.307,5.3,20.6,13.25,63.754716,0.37864476,0.2265396,0.01132698,0.44013408,0.0099353796,0.17152284,0.66667368,0.4288071,518.4,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-15 03:08:00","2016-06-15 06:45:00",2016-06-15 03:08:00,"2016-06-15 06:45:00",0.1541,"2016-06-15 01:26:00","2016-06-15 06:05:00",0.441,4.65,0.0948387096774193,0.54,0.378,0.396,0.306,0.261,283.058709124764,0.866159649921778,308.878155276488,0.945167155146054,0,0,0.732,1.282,9.79,8.425,9.79,7.69666666666667,9.79,7.44571428571429,12.9,6.47285714285714,12.9,0.263665492728009,-0.964614175691243,24.4,15.6,0.64960665,0,0,0,"before",42,42,43,0.441
89,"ESW3-53",6730,5.7,4.9,0.31,27.9,0.562,10,32.8,27.59,9997.0954596,8.467079364,7.278717348,0.4604902812,41.444125308,0.83482431624,14.8545252,48.722842656,40.9836350268,23794.56,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-15 18:42:00","2016-06-15 21:15:00",2016-06-15 18:42:00,"2016-06-15 21:15:00",12.32,"2016-06-15 18:27:00","2016-06-15 19:14:00",1.054,0.783333333333333,1.34553191489362,3.168,2.586,2.092,1.982,1.054,1108.07588972425,21.9620641343345,1063.43376342003,21.0772571909851,0.441,0.441,1.173,1.173,9.79,8.425,9.79,7.69666666666667,9.79,7.44571428571429,12.9,6.47285714285714,12.9,0.263665492728009,-0.964614175691243,24.4,15.6,0.64960665,0,0,0,"before",42,42,43,1.054
90,"ESW3-54",4400,6.8,16,6.84,33,0.46,7.5,49,26.16,999.147512,1.544137064,3.63326368,1.5532202232,7.49360634,0.1044563308,1.70309235,11.12687002,5.9403861168,3637.44,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-26 03:51:59","2016-06-26 08:15:00",2016-06-26 03:51:59,"2016-06-26 08:15:00",1.262,"2016-06-26 03:30:00","2016-06-26 07:11:00",1.306,3.68333333333333,0.354570135746606,3.384,2.718,2.216,1.602,1.054,1214.54008130555,19.456932102515,1185.53511325214,18.9922725142993,0,0,0,1.495,16,9.6,16,7.81666666666667,16,7.19285714285714,16,20.0171428571429,107,0.0773864792334671,-0.997001169925015,30.6,20.6,0.70078778,0,0,0,"before",53,6,54,1.306
91,"ESW3-55",2510,4.5,11.6,2.45,19.9,0.272,4.8,31.5,17.45,288.3687294,0.51699573,1.332700104,0.281475453,2.286270006,0.03124951968,0.551462112,3.61897011,2.004794553,1840.32,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-06-30 16:23:59","2016-06-30 20:08:00",2016-06-30 16:23:59,"2016-06-30 20:08:00",0.447,"2016-06-30 15:52:00","2016-06-30 18:58:00",1.111,3.1,0.358387096774194,1.8,1.446,1.292,1.158,0.751,963.924630605259,11.1622472224089,946.694637714531,10.9627239047343,0,0,1.306,1.306,4.15,4.725,5.3,6.22333333333333,9.22,9.00285714285714,20.9,13.5514285714286,62.3,0.00860699688869101,-0.999962959116266,25,12.2,0.20078751,0,0,0,"before",57,10,58,1.111
92,"ESW3-56",1610,1.7,5.6,0.3,10,0.156,3.2,15.6,9.7,39.078081,0.04126257,0.13592376,0.00728163,0.242721,0.0037864476,0.07767072,0.37864476,0.23543937,388.8,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-07-17 07:48:59","2016-07-17 10:14:59",2016-07-17 07:48:59,"2016-07-17 10:14:59",0.2207,"2016-07-17 07:15:00","2016-07-17 09:21:00",0.517,2.1,0.246190476190476,1.452,1.212,1.024,0.71,0.454,419.39408338624,2.9776979920423,419.660990646129,2.97959303358751,0,0,0,0,1.88,1.86,1.88,1.75333333333333,1.88,1.68142857142857,1.92,1.98428571428571,3.17,-0.280230675199212,-0.959932689659746,27.2,15,0.33858286,0,0,0,"before",74,27,75,0.517
95,"ESW3-57",1590,0.6,1.1,0.04,8.21,0.22,2.9,9.31,8.17,222.1220778,0.083819652,0.153669362,0.0055879768,1.1469322382,0.0307338724,0.405128318,1.3006016002,1.1413442614,2237.76,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-07-29 02:10:59","2016-07-29 04:02:59",2016-07-29 02:10:59,"2016-07-29 04:02:59",1.0689,"2016-07-29 01:46:00","2016-07-29 03:51:00",1.091,2.08333333333333,0.52368,2.64,2.34,2.32,1.768,1.073,1101.98463264194,19.4830883051094,1051.59018155891,18.5921144099615,0,0,0,0.517,14.6,8.315,14.6,6.27333333333333,14.6,4.91285714285714,14.6,3.35285714285714,14.6,-0.47115950767386,-0.882048024955856,24.4,15.6,0.01181103,0,0,0,"before",86,39,87,1.091
101,"ESW3-58",1500,0.5,2.2,0.22,8.66,0.173,2.8,10.86,8.44,28.31745,0.00943915,0.04153226,0.004153226,0.163486078,0.0032659459,0.05285924,0.205018338,0.159332852,302.4,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-08-21 11:28:59","2016-08-21 13:00:00",2016-08-21 11:28:59,"2016-08-21 13:00:00",0.271,"2016-08-21 11:28:00","2016-08-21 11:48:00",0.3,0.333333333333333,0.9,2.412,1.692,1.164,0.6,0.3,310.271621430747,1.86162972858448,295.502103510965,1.77301262106579,0,0,0,0,3.6,2.565,3.6,1.91333333333333,3.6,1.17428571428571,3.6,0.869285714285714,3.6,-0.774884041367039,-0.63210341118735,21.7,11.7,0,0,0,0,"before",109,62,110,0.3
103,"ESW3-59",67400,0.5,1.3,0.12,16.3,0.217,6.7,17.6,16.18,1890.419024,0.01402388,0.036462088,0.0033657312,0.457178488,0.00608636392,0.187919992,0.493640576,0.4538127568,449.28,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-08-24 02:23:00","2016-08-24 03:45:00",2016-08-24 02:23:00,"2016-08-24 03:45:00",0.4104,"2016-08-24 02:11:00","2016-08-24 03:19:00",0.441,1.13333333333333,0.389117647058824,2.676,1.89,1.476,0.774,0.432,429.987232511213,3.32810117963679,414.879458841795,3.21116701143549,0,0,0.3,0.3,3.23,2.64,3.23,2.84666666666667,3.26,2.11571428571429,3.6,1.36357142857143,3.6,-0.806479946320943,-0.591261444863581,27.2,18.9,1.09842579,0,0,0,"before",112,65,113,0.441
104,"ESW3-60",349,0.5,1.6,0.12,3.11,0.195,1.5,4.71,2.99,3.20014154,0.00458473,0.014671136,0.0011003352,0.0285170206,0.0017880447,0.01375419,0.0431881566,0.0274166854,146.88,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-08-27 09:02:00","2016-08-27 10:30:00",2016-08-27 09:02:00,"2016-08-27 10:30:00",0.1036,"2016-08-27 05:03:00","2016-08-27 09:50:00",0.504,4.78333333333333,0.105365853658537,0.54,0.378,0.36,0.252,0.198,275.340969715458,0.693859243682954,323.107705072272,0.814231416782126,0,0,0.741,0.741,2.24,2.605,2.97,3.81666666666667,6.24,3.37,6.24,2.08142857142857,6.24,-0.835925479418636,-0.548842958284721,18.9,16.1,0.16141741,0,0,0,"before",115,68,116,0.504
105,"ESW3-61",2190,1,0.6,0.12,9.18,0.304,4,9.78,9.06,226.7985024,0.10356096,0.062136576,0.0124273152,0.9506896128,0.03148253184,0.41424384,1.0128261888,0.9382622976,1658.88,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-09-06 16:16:59","2016-09-06 17:44:59",2016-09-06 16:16:59,"2016-09-06 17:17:59",1.172,"2016-09-06 16:16:59","2016-09-06 16:29:00",0.739,0.200277777777778,3.68987517337032,5.76,4.218,2.956,1.478,0.739,803.738660927113,11.8792574085027,781.539037077627,11.5511469680073,0,0,0,0.945,0.81,0.78,0.81,0.796666666666667,0.83,1.19,2,2.20285714285714,6.24,-0.917583626059392,-0.397542814282559,30.6,20.6,0.48031522,0,0,0,"before",125,78,126,0.739
106,"ESW3-62",796,1.6,0.9,0.06,4.84,0.57,2.3,5.74,4.78,117.64093552,0.236464192,0.133011108,0.0088674072,0.7153041808,0.0842403684,0.339917276,0.8483152888,0.7064367736,2367.36,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"SW3","WY16","2016-09-06 19:11:00","2016-09-06 21:29:59",2016-09-06 19:11:00,"2016-09-06 21:29:59",1.242,"2016-09-06 19:06:00","2016-09-06 21:28:00",0.4,2.36666666666667,0.169014084507042,2.64,2.412,2.408,1.492,0.746,762.586615817607,11.3777923079987,708.940221703205,10.5773881078118,0.739,0.739,0.739,1.684,0.81,0.78,0.81,0.796666666666667,0.83,1.19,2,2.20285714285714,6.24,-0.924290722193092,-0.381689220266663,30.6,20.6,0.48031522,0,0,0,"before",125,78,126,0.4
